股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
000626,远大控股,0.0,4.56,4.61,4.48,4.52,0.0,0.56,0.53,-119.11,27910,12723614.14,4.56,2320768516,2288889880,0.000626,深A,2024-06-14 15:34:24,2024-06-14
000621,*ST比特,-,-,-,-,-,-,0.0,-,-,-,-,2.66,-,-,0.000621,深A,2024-06-14 08:00:00,2024-06-14
000620,新华联,0.0,1.98,2.02,1.95,1.98,0.0,1.47,0.83,140.51,611144,121203516.78,1.98,11626193779,8207196654,0.000620,深A,2024-06-14 15:34:21,2024-06-14
000619,海螺新材,0.0,4.22,4.25,4.12,4.22,0.0,0.86,0.48,-30.14,31131,13117152.22,4.22,1861732467,1519200000,0.000619,深A,2024-06-14 15:34:18,2024-06-14
000618,吉林化工,-,-,-,-,-,-,0.0,-,-,-,-,5.24,-,-,0.000618,深A,2024-06-14 08:00:00,2024-06-14
000616,*ST海投,-,-,-,-,-,-,0.0,-,-,-,-,0.85,-,-,0.000616,深A,2024-06-14 08:00:00,2024-06-14
000615,*ST美谷,0.0,2.28,2.31,2.25,2.26,0.0,0.89,0.51,-18.15,67522,15339993.0,2.28,1739593759,1736764884,0.000615,深A,2024-06-14 15:34:57,2024-06-14
000613,东海A退,-,-,-,-,-,-,0.0,-,-,-,-,0.58,-,-,0.000613,深A,2024-06-14 08:00:00,2024-06-14
000611,天首退,-,-,-,-,-,-,0.0,-,-,-,-,1.39,-,-,0.000611,深A,2024-06-14 08:00:00,2024-06-14
000607,华媒控股,0.0,3.33,3.36,3.3,3.35,0.0,0.69,0.67,-81.3,61203,20350090.87,3.33,3388935705,2946712255,0.000607,深A,2024-06-14 15:34:12,2024-06-14
000606,顺利退,-,-,-,-,-,-,0.0,-,-,-,-,0.28,-,-,0.000606,深A,2024-06-14 08:00:00,2024-06-14
000602,金马集团,-,-,-,-,-,-,0.0,-,-,-,-,13.41,-,-,0.000602,深A,2024-06-14 08:00:00,2024-06-14
000594,国恒退,-,-,-,-,-,-,0.0,-,-,-,-,1.29,-,-,0.000594,深A,2024-06-14 08:00:00,2024-06-14
000593,德龙汇能,0.0,4.9,4.92,4.8,4.91,0.0,1.27,0.74,31.24,45688,22286752.0,4.9,1757291944,1756392108,0.000593,深A,2024-06-14 15:34:48,2024-06-14
000592,平潭发展,0.0,1.55,1.58,1.52,1.53,0.0,1.73,0.64,-932.97,331565,51282589.0,1.55,2994260383,2966602218,0.000592,深A,2024-06-14 15:34:24,2024-06-14
000588,PT粤金曼,-,-,-,-,-,-,0.0,-,-,-,-,4.37,-,-,0.000588,深A,2024-06-14 08:00:00,2024-06-14
000587,*ST金洲,-,-,-,-,-,-,0.0,-,-,-,-,0.72,-,-,0.000587,深A,2024-06-14 08:00:00,2024-06-14
000585,东电退,-,-,-,-,-,-,0.0,-,-,-,-,0.35,-,-,0.000585,深A,2024-06-14 08:00:00,2024-06-14
000583,S*ST托普,-,-,-,-,-,-,0.0,-,-,-,-,0.76,-,-,0.000583,深A,2024-06-14 08:00:00,2024-06-14
000578,盐湖集团,-,-,-,-,-,-,0.0,-,-,-,-,24.44,-,-,0.000578,深A,2024-06-14 08:00:00,2024-06-14
000571,新大洲A,0.0,2.96,2.97,2.92,2.94,0.0,0.6,0.41,-36.85,48495,14260137.81,2.96,2467689840,2409547522,0.000571,深A,2024-06-14 15:34:36,2024-06-14
000569,长城股份,-,-,-,-,-,-,0.0,-,-,-,-,7.05,-,-,0.000569,深A,2024-06-14 08:00:00,2024-06-14
000565,渝三峡Ａ,0.0,4.08,4.11,4.01,4.1,0.0,0.86,0.52,39.46,37189,15117193.92,4.08,1769056258,1769056258,0.000565,深A,2024-06-14 15:34:45,2024-06-14
000562,宏源证券,-,-,-,-,-,-,0.0,-,-,-,-,30.5,-,-,0.000562,深A,2024-06-14 08:00:00,2024-06-14
000556,PT南洋,-,-,-,-,-,-,0.0,-,-,-,-,1.5,-,-,0.000556,深A,2024-06-14 08:00:00,2024-06-14
000549,S湘火炬,-,-,-,-,-,-,0.0,-,-,-,-,8.9,-,-,0.000549,深A,2024-06-14 08:00:00,2024-06-14
000542,TCL通讯,-,-,-,-,-,-,0.0,-,-,-,-,27.34,-,-,0.000542,深A,2024-06-14 08:00:00,2024-06-14
000540,*ST中天,-,-,-,-,-,-,0.0,-,-,-,-,0.4,-,-,0.000540,深A,2024-06-14 08:00:00,2024-06-14
000535,*ST猴王,-,-,-,-,-,-,0.0,-,-,-,-,0.5,-,-,0.000535,深A,2024-06-14 08:00:00,2024-06-14
000530,冰山冷热,0.0,3.79,3.83,3.75,3.8,0.0,1.25,0.65,27.3,75246,28507768.44,3.79,3195775402,2274157713,0.000530,深A,2024-06-14 15:34:09,2024-06-14
000527,美的电器,-,-,-,-,-,-,0.0,-,-,-,-,14.02,-,-,0.000527,深A,2024-06-14 08:00:00,2024-06-14
000522,白云山A,-,-,-,-,-,-,0.0,-,-,-,-,23.27,-,-,0.000522,深A,2024-06-14 08:00:00,2024-06-14
000518,四环生物,0.0,2.04,2.06,2.01,2.04,0.0,0.53,0.39,-176.96,54971,11220584.99,2.04,2100294693,2100252814,0.000518,深A,2024-06-14 15:35:00,2024-06-14
000515,攀渝钛业,-,-,-,-,-,-,0.0,-,-,-,-,15.29,-,-,0.000515,深A,2024-06-14 08:00:00,2024-06-14
000511,烯碳退,-,-,-,-,-,-,0.0,-,-,-,-,0.61,-,-,0.000511,深A,2024-06-14 08:00:00,2024-06-14
000508,琼民源A,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.000508,深A,2024-06-14 08:00:00,2024-06-14
000502,绿景退,-,-,-,-,-,-,0.0,-,-,-,-,0.59,-,-,0.000502,深A,2024-06-14 08:00:00,2024-06-14
000418,小天鹅A,-,-,-,-,-,-,0.0,-,-,-,-,57.39,-,-,0.000418,深A,2024-06-14 08:00:00,2024-06-14
000417,合肥百货,0.0,4.34,4.35,4.29,4.34,0.0,1.16,0.7,8.04,90032,38943618.2,4.34,3384697428,3380979137,0.000417,深A,2024-06-14 15:34:42,2024-06-14
000416,*ST民控,-,-,-,-,-,-,0.0,-,-,-,-,0.45,239342172,239232546,0.000416,深A,2024-06-14 08:00:00,2024-06-14
000413,东旭光电,-,-,-,-,-,-,0.0,-,-16.95,-,-,1.43,8054832426,7191970723,0.000413,深A,2024-06-14 15:34:39,2024-06-14
000412,ST五环,-,-,-,-,-,-,0.0,-,-,-,-,2.89,-,-,0.000412,深A,2024-06-14 08:00:00,2024-06-14
000406,石油大明,-,-,-,-,-,-,0.0,-,-,-,-,10.12,-,-,0.000406,深A,2024-06-14 08:00:00,2024-06-14
000405,ST鑫光,-,-,-,-,-,-,0.0,-,-,-,-,2.86,-,-,0.000405,深A,2024-06-14 08:00:00,2024-06-14
000156,华数传媒,0.0,6.6,6.64,6.52,6.59,0.0,0.48,0.93,27.43,77524,51054030.8,6.6,12229354117,10722361947,0.000156,深A,2024-06-14 15:34:15,2024-06-14
000150,*ST宜康,-,-,-,-,-,-,0.0,-,-,-,-,0.51,-,-,0.000150,深A,2024-06-14 08:00:00,2024-06-14
000100,TCL科技,0.0,4.34,4.37,4.29,4.32,0.0,0.88,0.75,84.91,1594554,691125220.54,4.34,81501210529,78558980402,0.000100,深A,2024-06-14 15:34:15,2024-06-14
000048,京基智农,0.0,15.36,15.44,15.08,15.36,0.0,0.7,0.84,37.64,36883,56328503.0,15.36,8149543680,8036954880,0.000048,深A,2024-06-14 15:34:45,2024-06-14
000047,ST中侨,-,-,-,-,-,-,0.0,-,-,-,-,8.03,-,-,0.000047,深A,2024-06-14 08:00:00,2024-06-14
000046,*ST泛海,-,-,-,-,-,-,0.0,-,-,-,-,0.38,-,-,0.000046,深A,2024-06-14 08:00:00,2024-06-14
000040,东旭蓝天,-,-,-,-,-,-,0.0,-,57.33,-,-,2.41,3583366027,2555421015,0.000040,深A,2024-06-14 15:34:51,2024-06-14
000038,大通退,-,-,-,-,-,-,0.0,-,-,-,-,0.52,-,-,0.000038,深A,2024-06-14 08:00:00,2024-06-14
000033,新都退,-,-,-,-,-,-,0.0,-,-,-,-,1.7,-,-,0.000033,深A,2024-06-14 08:00:00,2024-06-14
000024,招商地产,-,-,-,-,-,-,0.0,-,-,-,-,40.5,-,-,0.000024,深A,2024-06-14 08:00:00,2024-06-14
000018,神城A退,-,-,-,-,-,-,0.0,-,-,-,-,0.27,-,-,0.000018,深A,2024-06-14 08:00:00,2024-06-14
000015,PT中浩A,-,-,-,-,-,-,0.0,-,-,-,-,6.85,-,-,0.000015,深A,2024-06-14 08:00:00,2024-06-14
000013,*ST石化A,-,-,-,-,-,-,0.0,-,-,-,-,2.47,-,-,0.000013,深A,2024-06-14 08:00:00,2024-06-14
000006,深振业Ａ,0.0,3.4,3.46,3.36,3.39,0.0,1.42,1.17,-43.14,191652,65346178.43,3.4,4589983156,4589957146,0.000006,深A,2024-06-14 15:34:30,2024-06-14
000005,ST星源,-,-,-,-,-,-,0.0,-,-,-,-,0.83,-,-,0.000005,深A,2024-06-14 08:00:00,2024-06-14
000004,国华网安,0.0,9.39,9.4,9.2,9.33,0.0,1.89,0.4,-28.9,23838,22205157.0,9.39,1243050848,1185845193,0.000004,深A,2024-06-14 15:34:27,2024-06-14
000003,PT金田A,-,-,-,-,-,-,0.0,-,-,-,-,2.71,-,-,0.000003,深A,2024-06-14 08:00:00,2024-06-14
600519,贵州茅台,0.0,1555.0,1563.96,1520.46,1555.0,-0.01,0.47,1.5,20.29,59514,9177637168.0,1555.01,1953387579000,1953387579000,1.600519,沪A,2024-06-14 16:11:51,2024-06-14
300470,中密控股,-0.03,35.99,36.14,35.65,35.75,-0.01,0.38,0.91,22.6,7437,26661145.5,36.0,7492084259,7035536713,0.300470,深A,2024-06-14 15:35:00,2024-06-14
301195,北路智控,-0.03,32.28,32.39,31.74,31.9,-0.01,1.69,0.56,29.01,8314,26603884.5,32.29,4245521767,1584799189,0.301195,深A,2024-06-14 15:34:33,2024-06-14
002997,瑞鹄模具,-0.03,31.0,31.07,30.32,30.55,-0.01,4.15,0.73,21.39,86876,266899584.46,31.01,6488961075,6488961075,0.002997,深A,2024-06-14 15:34:06,2024-06-14
301487,盟固利,-0.03,29.29,29.98,29.01,29.01,-0.01,8.61,1.6,1134.99,49932,147887901.92,29.3,13462165469,1698820000,0.301487,深A,2024-06-14 15:34:45,2024-06-14
002864,盘龙药业,-0.04,27.5,27.63,27.22,27.51,-0.01,1.05,0.45,23.46,7747,21234993.0,27.51,2922726400,2026794990,0.002864,深A,2024-06-14 15:34:27,2024-06-14
603235,天新药业,-0.04,25.3,25.47,25.15,25.3,-0.01,0.23,0.61,18.77,3361,8493095.0,25.31,11075834000,3720749560,1.603235,沪A,2024-06-14 16:12:01,2024-06-14
601633,长城汽车,-0.04,24.74,24.8,24.2,24.75,-0.01,0.24,0.99,16.37,145262,355788569.0,24.75,211327420985,152608849598,1.601633,沪A,2024-06-14 16:11:35,2024-06-14
301130,西点药业,-0.04,23.92,24.07,23.5,23.99,-0.01,0.46,0.71,34.41,2651,6298437.0,23.93,1932830317,1388032965,0.301130,深A,2024-06-14 15:34:45,2024-06-14
300910,瑞丰新材,-0.04,46.44,46.89,46.22,46.89,-0.02,0.31,0.59,22.17,6333,29425967.22,46.46,13550724581,9500138942,0.300910,深A,2024-06-14 15:34:42,2024-06-14
301330,熵基科技,-0.04,22.99,23.1,22.62,22.89,-0.01,1.52,0.71,42.49,10056,22978865.47,23.0,4475681889,1525440504,0.301330,深A,2024-06-14 15:34:51,2024-06-14
300723,一品红,-0.04,22.26,22.39,21.91,22.28,-0.01,0.37,0.47,25.14,15807,34954391.35,22.27,10109229435,9411140275,0.300723,深A,2024-06-14 15:34:39,2024-06-14
300837,浙矿股份,-0.05,21.41,21.6,21.12,21.41,-0.01,0.84,0.49,8.7,5947,12724081.0,21.42,2141024150,1511168713,0.300837,深A,2024-06-14 15:34:21,2024-06-14
300577,开润股份,-0.05,21.24,21.44,20.78,21.02,-0.01,0.58,0.67,17.92,8113,17158889.56,21.25,5093193358,2975147589,0.300577,深A,2024-06-14 15:34:51,2024-06-14
603185,弘元绿能,-0.05,19.19,19.37,18.83,19.21,-0.01,0.95,0.89,-23.04,54586,104357615.0,19.2,13030436056,10975995147,1.603185,沪A,2024-06-14 16:11:57,2024-06-14
301067,显盈科技,-0.05,18.67,18.79,18.3,18.75,-0.01,3.32,0.73,721.51,15005,27826654.72,18.68,1815396120,843905471,0.301067,深A,2024-06-14 15:34:21,2024-06-14
301508,中机认检,-0.05,36.7,37.19,35.8,36.88,-0.02,10.02,0.67,76.65,45285,165364015.6,36.72,8297326840,1659465368,0.301508,深A,2024-06-14 15:35:00,2024-06-14
603130,云中马,-0.05,18.18,18.47,18.01,18.19,-0.01,0.76,0.71,25.91,3856,7031085.0,18.19,2500008156,928333521,1.603130,沪A,2024-06-14 16:12:02,2024-06-14
603282,XD亚光股,-0.06,18.02,18.1,17.75,18.03,-0.01,0.54,0.54,14.06,3439,6153447.0,18.03,2411436400,1156603951,1.603282,沪A,2024-06-14 16:11:47,2024-06-14
600262,北方股份,-0.06,17.43,17.56,17.3,17.42,-0.01,1.1,0.62,14.26,18743,32594232.0,17.44,2963100000,2963100000,1.600262,沪A,2024-06-14 16:11:54,2024-06-14
001234,泰慕士,-0.06,17.29,17.34,16.94,17.09,-0.01,3.67,0.61,16.01,10658,18315323.0,17.3,1885590343,502563243,0.001234,深A,2024-06-14 15:35:00,2024-06-14
688007,光峰科技,-0.06,17.25,17.36,16.92,17.18,-0.01,1.02,0.8,44.79,47153,80723805.0,17.26,7979942771,7979942771,1.688007,沪A,2024-06-14 16:11:40,2024-06-14
300316,晶盛机电,-0.06,33.63,33.7,32.78,33.35,-0.02,1.65,1.06,10.29,202674,673244815.59,33.65,44039621593,41417209212,0.300316,深A,2024-06-14 15:35:00,2024-06-14
688369,致远互联,-0.06,16.76,16.85,16.49,16.7,-0.01,1.22,0.59,-15.57,14105,23466290.0,16.77,1930055438,1930055438,1.688369,沪A,2024-06-14 16:11:39,2024-06-14
000777,中核科技,-0.06,16.18,16.26,16.02,16.1,-0.01,1.52,0.6,-1013.61,58332,94141528.4,16.19,6220750375,6203587181,0.000777,深A,2024-06-14 15:34:24,2024-06-14
001219,青岛食品,-0.06,15.8,15.85,15.64,15.67,-0.01,1.11,0.57,20.67,8448,13313543.8,15.81,2369802500,1197877964,0.001219,深A,2024-06-14 15:34:51,2024-06-14
300724,捷佳伟创,-0.06,62.02,62.87,61.43,62.08,-0.04,1.82,0.9,9.33,49910,309290107.68,62.06,21593821935,17002044466,0.300724,深A,2024-06-14 15:34:06,2024-06-14
603711,香飘飘,-0.07,15.06,15.24,14.9,15.08,-0.01,0.34,0.59,61.34,13956,21016999.0,15.07,6185831748,6185831748,1.603711,沪A,2024-06-14 16:11:55,2024-06-14
603103,横店影视,-0.07,14.92,15.03,14.78,14.89,-0.01,0.36,0.87,10.82,23074,34358866.0,14.93,9462264000,9462264000,1.603103,沪A,2024-06-14 16:11:37,2024-06-14
600389,江山股份,-0.07,14.9,14.99,14.57,14.96,-0.01,1.28,1.45,20.09,55110,81096490.0,14.91,6607902213,6416685000,1.600389,沪A,2024-06-14 16:11:47,2024-06-14
600489,中金黄金,-0.07,14.34,14.42,14.13,14.27,-0.01,0.54,0.47,22.2,262835,376591087.0,14.35,69510462168,69510462168,1.600489,沪A,2024-06-14 16:11:35,2024-06-14
300484,蓝海华腾,-0.07,14.24,14.33,13.99,14.18,-0.01,5.99,0.65,98.74,98379,139110424.73,14.25,2957390256,2340454403,0.300484,深A,2024-06-14 15:34:57,2024-06-14
688182,灿勤科技,-0.07,14.04,14.25,13.72,13.96,-0.01,4.31,0.9,96.34,43150,60281476.0,14.05,5616000000,1404000000,1.688182,沪A,2024-06-14 16:11:35,2024-06-14
002866,传艺科技,-0.07,13.7,13.77,13.42,13.67,-0.01,2.32,0.97,73.6,41875,57069337.0,13.71,3966454907,2471140322,0.002866,深A,2024-06-14 15:35:03,2024-06-14
603297,永新光学,-0.07,68.31,69.2,67.67,68.4,-0.05,0.5,0.93,41.67,5475,37365796.0,68.36,7594056855,7544805345,1.603297,沪A,2024-06-14 16:12:02,2024-06-14
605289,罗曼股份,-0.07,27.2,27.37,26.86,27.15,-0.02,1.35,0.57,41.07,6810,18485421.0,27.22,2985948000,1376592000,1.605289,沪A,2024-06-14 16:11:54,2024-06-14
603607,京华激光,-0.08,13.11,13.17,12.95,13.08,-0.01,1.5,0.61,25.7,26799,35020839.0,13.12,2340355248,2340355248,1.603607,沪A,2024-06-14 16:11:39,2024-06-14
002818,富森美,-0.08,13.02,13.08,12.85,13.08,-0.01,0.57,0.68,13.01,17095,22154458.42,13.03,9744935399,3883308627,0.002818,深A,2024-06-14 15:35:03,2024-06-14
301158,德石股份,-0.08,12.98,13.09,12.92,13.08,-0.01,1.16,0.64,37.11,8988,11679363.0,12.99,1951809220,1007662984,0.301158,深A,2024-06-14 15:34:48,2024-06-14
600199,金种子酒,-0.08,12.94,13.01,12.63,12.91,-0.01,1.41,0.95,120.6,92609,118833780.0,12.95,8511890903,8511890903,1.600199,沪A,2024-06-14 16:11:52,2024-06-14
603587,地素时尚,-0.08,12.53,12.57,12.43,12.52,-0.01,0.14,0.65,13.58,6731,8415469.0,12.54,5981650113,5907021559,1.603587,沪A,2024-06-14 16:11:58,2024-06-14
002521,齐峰新材,-0.08,12.13,12.24,11.89,12.14,-0.01,1.62,0.71,29.31,65197,78889715.99,12.14,6000538984,4886325256,0.002521,深A,2024-06-14 15:34:45,2024-06-14
300607,拓斯达,-0.08,12.12,12.14,11.88,12.13,-0.01,1.4,0.72,42.95,39889,47938465.0,12.13,5148942315,3460839324,0.300607,深A,2024-06-14 15:34:27,2024-06-14
605336,帅丰电器,-0.08,12.08,12.14,11.93,11.99,-0.01,0.56,0.68,24.99,10273,12378867.0,12.09,2222689196,2215622396,1.605336,沪A,2024-06-14 16:11:53,2024-06-14
300761,立华股份,-0.08,23.84,24.4,23.41,23.92,-0.02,1.27,1.67,61.64,76810,183203176.62,23.86,19731044904,14420794306,0.300761,深A,2024-06-14 15:34:33,2024-06-14
603178,XD圣龙股,-0.09,23.19,23.33,22.83,23.3,-0.02,0.96,0.63,1614.9,22714,52276421.0,23.21,5482391520,5482391520,1.603178,沪A,2024-06-14 16:12:00,2024-06-14
002462,嘉事堂,-0.09,11.38,11.48,11.29,11.37,-0.01,0.75,0.79,10.99,21882,24884614.74,11.39,3319627026,3317271377,0.002462,深A,2024-06-14 15:34:18,2024-06-14
603182,嘉华股份,-0.09,11.3,11.35,11.15,11.25,-0.01,2.09,1.19,14.88,19475,21955093.0,11.31,1859415000,1051788994,1.603182,沪A,2024-06-14 16:11:57,2024-06-14
000065,北方国际,-0.09,11.28,11.33,11.16,11.3,-0.01,0.59,0.75,10.71,53183,59822591.0,11.29,11305608070,10217950020,0.000065,深A,2024-06-14 15:35:03,2024-06-14
600977,中国电影,-0.09,11.18,11.23,11.08,11.21,-0.01,0.27,1.0,53.85,51307,57260560.0,11.19,20873060000,20873060000,1.600977,沪A,2024-06-14 16:11:38,2024-06-14
002643,万润股份,-0.09,11.13,11.15,10.81,11.12,-0.01,1.18,0.98,26.32,106347,116870378.88,11.14,10352081505,10046294828,0.002643,深A,2024-06-14 15:34:48,2024-06-14
300645,正元智慧,-0.09,11.1,11.19,10.81,11.16,-0.01,1.31,0.57,-37.54,18573,20530842.0,11.11,1577121888,1576913763,0.300645,深A,2024-06-14 15:34:54,2024-06-14
002101,广东鸿图,-0.09,11.08,11.14,10.92,11.09,-0.01,0.68,1.05,27.73,42144,46506482.76,11.09,7364313568,6902384235,0.002101,深A,2024-06-14 15:35:03,2024-06-14
600416,湘电股份,-0.09,10.98,11.0,10.85,10.92,-0.01,0.69,0.9,60.18,77265,84415905.0,10.99,14552962766,12256851793,1.600416,沪A,2024-06-14 16:11:57,2024-06-14
301307,美利信,-0.09,21.93,22.24,21.35,21.75,-0.02,3.33,0.61,187.5,35661,77814380.54,21.95,4618458000,2346675791,0.301307,深A,2024-06-14 15:34:39,2024-06-14
300958,建工修复,-0.09,10.96,11.04,10.82,10.9,-0.01,1.56,0.6,-125.47,14207,15534388.0,10.97,1717832906,997897610,0.300958,深A,2024-06-14 15:34:33,2024-06-14
600833,第一医药,-0.09,10.81,10.85,10.73,10.82,-0.01,0.29,0.53,16.72,6416,6920975.0,10.82,2411563411,2411563411,1.600833,沪A,2024-06-14 16:11:59,2024-06-14
002465,海格通信,-0.09,10.66,10.71,10.53,10.66,-0.01,1.07,0.84,155.6,260848,277020545.22,10.67,26456349886,25922257374,0.002465,深A,2024-06-14 15:35:03,2024-06-14
600367,红星发展,-0.09,10.6,10.69,10.5,10.69,-0.01,1.54,0.68,142.65,49659,52531928.0,10.61,3615987561,3412915729,1.600367,沪A,2024-06-14 16:11:59,2024-06-14
301177,迪阿股份,-0.1,21.02,21.16,20.8,20.85,-0.02,2.5,0.78,71.35,9996,20938086.44,21.04,8408210200,841010200,0.301177,深A,2024-06-14 15:34:24,2024-06-14
831906,舜宇精工,-0.1,10.39,10.6,10.3,10.35,-0.01,1.13,0.63,-295.72,3736,3877838.72,10.4,675038300,344773687,0.831906,深A,2024-06-14 15:31:55,2024-06-14
600697,欧亚集团,-0.1,10.33,10.39,10.21,10.34,-0.01,0.88,0.51,30.56,13627,14055960.0,10.34,1643379815,1605034235,1.600697,沪A,2024-06-14 16:11:47,2024-06-14
688232,新点软件,-0.1,20.58,20.76,20.21,20.3,-0.02,2.13,1.33,-32.25,21080,43222426.0,20.6,6791400000,2039739263,1.688232,沪A,2024-06-14 16:11:43,2024-06-14
300825,阿尔特,-0.1,10.17,10.19,9.92,10.18,-0.01,1.6,0.66,61.07,76225,76531315.0,10.18,5065071692,4839210199,0.300825,深A,2024-06-14 15:34:30,2024-06-14
002531,天顺风能,-0.1,10.14,10.21,9.97,10.11,-0.01,0.62,0.64,30.7,110467,111209711.98,10.15,18220349592,18118822497,0.002531,深A,2024-06-14 15:34:57,2024-06-14
002536,飞龙股份,-0.1,10.08,10.12,9.91,10.11,-0.01,1.41,0.86,12.17,75400,75660585.5,10.09,5793841751,5408232369,0.002536,深A,2024-06-14 15:34:39,2024-06-14
600663,陆家嘴,-0.1,9.85,9.92,9.72,9.82,-0.01,0.22,1.03,28.66,63897,62782560.0,9.86,47407374851,28894595184,1.600663,沪A,2024-06-14 16:11:54,2024-06-14
300631,久吾高科,-0.1,19.62,19.88,19.38,19.88,-0.02,0.85,0.71,43.73,10173,19989262.0,19.64,2453351979,2339992171,0.300631,深A,2024-06-14 15:34:42,2024-06-14
300978,东箭科技,-0.1,9.77,9.84,9.58,9.72,-0.01,1.22,0.65,25.34,22735,22105011.16,9.78,4129805760,1816699376,0.300978,深A,2024-06-14 15:34:51,2024-06-14
002568,百润股份,-0.1,19.39,19.43,18.81,19.35,-0.02,1.22,0.79,30.03,87349,167280768.76,19.41,20353507617,13908050765,0.002568,深A,2024-06-14 15:34:45,2024-06-14
001217,华尔泰,-0.1,9.6,9.64,9.46,9.6,-0.01,1.88,0.53,23.9,25026,23949849.0,9.61,3185952000,1276116480,0.001217,深A,2024-06-14 15:34:42,2024-06-14
603066,音飞储存,-0.1,9.57,9.6,9.41,9.55,-0.01,1.0,0.56,24.39,30154,28729367.0,9.58,2877726753,2877726753,1.603066,沪A,2024-06-14 16:11:51,2024-06-14
002324,普利特,-0.1,9.52,9.54,9.33,9.44,-0.01,0.87,0.94,33.8,67422,63492117.28,9.53,10605646444,7380183755,0.002324,深A,2024-06-14 15:34:36,2024-06-14
605228,神通科技,-0.11,9.42,9.56,9.22,9.56,-0.01,0.55,0.51,87.01,23262,21691564.0,9.43,4008214493,3981668933,1.605228,沪A,2024-06-14 16:11:48,2024-06-14
603565,中谷物流,-0.11,9.35,9.49,9.25,9.3,-0.01,0.28,0.41,12.63,58982,55180191.0,9.36,19635590013,19635590013,1.603565,沪A,2024-06-14 16:11:44,2024-06-14
300206,理邦仪器,-0.11,9.18,9.24,9.07,9.13,-0.01,0.93,0.86,34.66,31688,29010646.5,9.19,5340206546,3125221437,0.300206,深A,2024-06-14 15:34:12,2024-06-14
600566,济川药业,-0.11,36.5,37.01,36.31,36.54,-0.04,1.16,1.44,9.95,105856,387736283.0,36.54,33645943090,33424807840,1.600566,沪A,2024-06-14 16:11:45,2024-06-14
001288,运机集团,-0.11,27.37,28.18,27.2,27.34,-0.03,3.2,0.77,35.85,18951,52496428.03,27.4,4379290376,1619153830,0.001288,深A,2024-06-14 15:35:03,2024-06-14
871753,天纺标,-0.11,27.29,27.68,27.02,27.34,-0.03,7.87,1.0,309.12,16807,45817624.72,27.32,2221525203,582450470,0.871753,深A,2024-06-14 15:31:55,2024-06-14
300009,安科生物,-0.11,9.06,9.1,8.88,9.01,-0.01,1.67,1.68,17.44,203264,182593390.15,9.07,15187701627,11012651136,0.300009,深A,2024-06-14 15:34:09,2024-06-14
002648,卫星化学,-0.11,17.97,18.1,17.82,17.92,-0.02,0.37,0.98,14.8,124148,222588233.05,17.99,60534691193,60502830204,0.002648,深A,2024-06-14 15:34:48,2024-06-14
002028,思源电气,-0.11,71.0,72.25,70.2,70.47,-0.08,1.56,1.38,37.83,93876,669456432.21,71.08,54969143022,42787206481,0.002028,深A,2024-06-14 15:35:06,2024-06-14
002677,浙江美大,-0.12,8.67,8.72,8.57,8.67,-0.01,0.55,1.26,18.15,32283,27915598.0,8.68,5601267779,5052188634,0.002677,深A,2024-06-14 15:34:21,2024-06-14
605365,立达信,-0.12,16.99,17.04,16.69,17.0,-0.02,2.77,0.86,31.12,16395,27673377.0,17.01,8570780276,1006870504,1.605365,沪A,2024-06-14 16:11:49,2024-06-14
601137,博威合金,-0.12,16.97,17.54,16.86,17.01,-0.02,3.77,1.79,12.63,293503,505821717.0,16.99,13268263814,13227535814,1.601137,沪A,2024-06-14 16:11:36,2024-06-14
600860,京城股份,-0.12,8.45,8.51,8.35,8.46,-0.01,0.83,0.52,-177.36,35557,29923406.0,8.46,4627777599,3618263661,1.600860,沪A,2024-06-14 16:12:03,2024-06-14
830879,基康仪器,-0.12,8.35,8.4,8.2,8.4,-0.01,0.24,0.75,21.57,1257,1044990.08,8.36,1164806430,433829419,0.830879,深A,2024-06-14 15:31:55,2024-06-14
600513,联环药业,-0.12,8.27,8.33,8.17,8.29,-0.01,1.18,0.72,18.13,33616,27727666.0,8.28,2360723353,2360723353,1.600513,沪A,2024-06-14 16:11:38,2024-06-14
301469,恒达新材,-0.12,24.68,24.68,24.1,24.26,-0.03,4.33,0.82,33.09,9516,23239534.39,24.71,2208366400,541971319,0.301469,深A,2024-06-14 15:34:42,2024-06-14
600195,中牧股份,-0.12,8.17,8.27,8.1,8.16,-0.01,0.91,0.98,27.25,92585,75677548.0,8.18,8342781284,8342781284,1.600195,沪A,2024-06-14 16:11:34,2024-06-14
603806,福斯特,-0.12,24.45,24.6,23.98,24.38,-0.03,0.6,1.28,21.85,112602,275052702.0,24.48,45578838651,45578838651,1.603806,沪A,2024-06-14 16:12:01,2024-06-14
301265,华新环保,-0.12,8.08,8.1,7.98,8.02,-0.01,0.45,0.41,-4108.58,7393,5957856.62,8.09,2448023311,1337660378,0.301265,深A,2024-06-14 15:34:57,2024-06-14
002203,海亮股份,-0.12,8.08,8.1,7.95,8.03,-0.01,0.51,0.92,12.81,99305,79698092.05,8.09,16146422223,15640872960,0.002203,深A,2024-06-14 15:34:24,2024-06-14
